FK_RESENAR,PK_ARENDE,ARENDE_FARDSATT,ARENDE_ANTAL_LEDSAGARE,ARENDE_ELMOPED,ARENDE_ENSAMAKNING,ARENDE_FRAMSATESPLACERING,ARENDE_ALLERGIANPASSAT,ARENDE_HUND,ARENDE_LANSGRANSDISPENS,ARENDE_BATTAXI,ARENDE_BRYGGA_1,ARENDE_BRYGGA_2
195110121695,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
195111231873,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
195111232079,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
195201161857,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
195201282232,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
195202132303,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
195202212857,,Bartaxi,0,Ja,Ja,Ja, , , , ,,
195203191852,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
195204082308,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
195205131575,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
195205162331,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
195205292260,,Taxi,0,Ja,Ja,Nej, , , , ,,
195206142597,,Rullstolstaxi,0,Ja,Ja, , , , , ,,
195206172339,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
195207122184,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
195207272252,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
195207291591,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
195208062223,,Taxi,0,Ja,Nej,Nej, , , , ,,
195209132132,,Bartaxi,0,Ja,Nej, , , , , ,,
195209242303,,Taxi,0,Ja, , , , , , ,,
195210092218,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
195211182018,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
195211231864,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
195212222318,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
195301010350,,Taxi,0,Nej,Nej,Nej, , , , ,,
195302022255,,Taxi,0,Nej,Nej, , , , , ,,
195302062699,,Taxi,0,Nej, , , , , , ,,
195302192264,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
195303012198,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
195303231855,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
195303282387,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
195304102352,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
195304162349,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
195305122623,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
195305192626,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
195305232570,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
195306172460,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
195307092691,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
195307182187,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
195308072395,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
195309112489,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
195309192382,,Taxi,0,Ja,Ja,Ja, , , , ,,
195309272119,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
195310292379,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
195311032121,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
195311202351,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
195401072284,,Taxi,0,Ja,Ja,Nej, , , , ,,
195401222178,,Rullstolstaxi,0,Ja,Ja, , , , , ,,
195401232540,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
195402092638,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
195402192222,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
195402241862,,Bartaxi,0,Ja,Nej,Nej,Nej, , , ,,
195403102303,,Taxi,0,Ja,Nej,Nej, , , , ,,
195403172199,,Taxi,0,Ja,Nej, , , , , ,,
195404042326,,Taxi,0,Ja, , , , , , ,,
195405062216,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
195405162644,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
195405272260,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
195405283077,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
195406112853,,Taxi,0,Nej,Nej,Nej, , , , ,,
195407052561,,Taxi,0,Nej,Nej, , , , , ,,
195407072767,,Taxi,0,Nej, , , , , , ,,
195407312197,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
195408182128,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
195409042172,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
195409182069,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
195409272324,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
195410062656,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
195410072572,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
195410101801,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
195410181969,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
195411122590,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
195411222267,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
195412192097,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
195501142284,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
195501212137,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
195501292303,,Taxi,0,Ja,Ja,Ja, , , , ,,
195502052656,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
195502242687,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
195502272684,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
195503071739,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
195503071770,,Taxi,0,Ja,Ja,Nej, , , , ,,
195503071796,,Bartaxi,0,Ja,Ja, , , , , ,,
195503071812,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
195503071887,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
195503072026,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
195503072042,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
195503072083,,Rullstolstaxi,0,Ja,Nej,Nej, , , , ,,
195503142027,,Taxi,0,Ja,Nej, , , , , ,,
195503172370,,Taxi,0,Ja, , , , , , ,,
195503262684,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
195505072529,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
195505103613,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
195505282250,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
195506072882,,Taxi,0,Nej,Nej,Nej, , , , ,,
195507252301,,Taxi,0,Nej,Nej, , , , , ,,
195508012647,,Taxi,0,Nej, , , , , , ,,
195508112561,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
195508142592,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
195509132386,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
195509222526,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
195509292891,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
195510152167,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
195510222259,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
195511082660,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
195511262213,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
195512162784,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
195512262667,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
195601132334,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
195601222861,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
195602072653,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
195602192683,,Taxi,0,Ja,Ja,Ja, , , , ,,
195603032193,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
195603313122,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
195604062595,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
195604122795,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
195605082642,,Bartaxi,0,Ja,Ja,Nej, , , , ,,
195605232775,,Taxi,0,Ja,Ja, , , , , ,,
195606041324,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
195606172798,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
195606182748,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
195607222394,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
195607302329,,Taxi,0,Ja,Nej,Nej, , , , ,,
195608082656,,Taxi,0,Ja,Nej, , , , , ,,
195609052385,,Taxi,0,Ja, , , , , , ,,
195609082895,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
195609192819,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
195609272819,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
195611012765,,Rullstolstaxi,0,Nej,Nej,Nej,Nej, , , ,,
195611242859,,Bartaxi,0,Nej,Nej,Nej, , , , ,,
195611262857,,Bartaxi,0,Nej,Nej, , , , , ,,
195701292897,,Bartaxi,0,Nej, , , , , , ,,
195702272872,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
195703122621,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
195704133106,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
195705082633,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
195705172590,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
195706012274,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
195706202610,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
195706262630,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
195708182810,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
195709112790,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
195709263080,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
195710142653,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
195710152199,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
195710312686,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
195711092642,,Bartaxi,0,Ja,Ja,Ja, , , , ,,
195801082743,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
195801122655,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
195801263053,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
195802142785,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
195802232636,,Taxi,0,Ja,Ja,Nej, , , , ,,
195803012805,,Taxi,0,Ja,Ja, , , , , ,,
195803193258,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
195804043643,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
195805133138,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
195805223087,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
195806073077,,Taxi,0,Ja,Nej,Nej, , , , ,,
195807072813,,Taxi,0,Ja,Nej, , , , , ,,
195807112643,,Taxi,0,Ja, , , , , , ,,
195807133052,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
195807302996,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
195808052384,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
195809092652,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
195809132896,,Taxi,0,Nej,Nej,Nej, , , , ,,
195810033356,,Bartaxi,0,Nej,Nej, , , , , ,,
195811123073,,Taxi,0,Nej, , , , , , ,,
195811243269,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
195901022995,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
195902010353,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
195902173391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
195902262806,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
195903133279,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
195904223350,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
195905052881,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
195905143391,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
195906113187,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
195907113178,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
195908202673,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
195909092990,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
195910162642,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
196001062626,,Taxi,0,Ja,Ja,Ja, , , , ,,
196001209136,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
196001252532,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
196002142682,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
196003102628,,Rullstolstaxi,0,Ja,Ja,Nej,Nej, , , ,,
196005272809,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
196006172818,,Taxi,0,Ja,Ja, , , , , ,,
196007212613,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
196008133065,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
196009172336,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
196009302560,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
196010113030,,Taxi,0,Ja,Nej,Nej, , , , ,,
196010192679,,Rullstolstaxi,0,Ja,Nej, , , , , ,,
196010272661,,Taxi,0,Ja, , , , , , ,,
196011112775,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
196011242820,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
196101122650,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
196101182803,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
196101242797,,Taxi,0,Nej,Nej,Nej, , , , ,,
196102083141,,Taxi,0,Nej,Nej, , , , , ,,
196102133177,,Taxi,0,Nej, , , , , , ,,
196103043698,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
196103123227,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
196103213499,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
196104032898,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
196104153488,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
196105273269,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
196106143495,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
196107102862,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
196107162791,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
196109282829,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
196110023055,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
196110182547,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
196111112956,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
196111202989,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
196112072654,,Taxi,0,Ja,Ja,Ja, , , , ,,
196112122871,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
196201122808,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
196202103138,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
196202252760,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
196203173056,,Taxi,0,Ja,Ja,Nej, , , , ,,
196203233066,,Taxi,0,Ja,Ja, , , , , ,,
196204142852,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
196205143248,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
196205262816,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
196206193143,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
196207142842,,Bartaxi,0,Ja,Nej,Nej, , , , ,,
196207213098,,Taxi,0,Ja,Nej, , , , , ,,
196207232882,,Taxi,0,Ja, , , , , , ,,
196207233047,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
196208132834,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
196208272846,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
196209132767,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
196209223152,,Taxi,0,Nej,Nej,Nej, , , , ,,
196210012842,,Taxi,0,Nej,Nej, , , , , ,,
196210053143,,Taxi,0,Nej, , , , , , ,,
196210313117,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
196211022766,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
196211173148,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
196211262834,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
196212023144,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
196212282583,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
196301022866,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
196301193121,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
196301202633,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
196302062846,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
196302273351,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
196303113366,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
196303275793,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
196304213389,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
196305073345,,Taxi,0,Ja,Ja,Ja, , , , ,,
196305113174,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
196305183144,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
196306163400,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
196306253151,,Rullstolstaxi,0,Ja,Ja,Nej,Nej, , , ,,
196307312774,,Taxi,0,Ja,Ja,Nej, , , , ,,
196308142782,,Taxi,0,Ja,Ja, , , , , ,,
196308212817,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
196309232962,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
196310072993,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
196310262628,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
196311292608,,Taxi,0,Ja,Nej,Nej, , , , ,,
196312123240,,Taxi,0,Ja,Nej, , , , , ,,
196401053076,,Rullstolstaxi,0,Ja, , , , , , ,,
196401222861,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
196402123191,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
196402183377,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
196402283367,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
196403013417,,Taxi,0,Nej,Nej,Nej, , , , ,,
196403193771,,Taxi,0,Nej,Nej, , , , , ,,
196403273169,,Taxi,0,Nej, , , , , , ,,
196404094739,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
196405112985,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
196406103405,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
196407133252,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
196407313607,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
196408073416,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
196408102991,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
196408233234,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
196409053086,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
196409294698,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
196410102880,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
196410243056,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
196411193086,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
196411283499,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
196412283647,,Taxi,0,Ja,Ja,Ja, , , , ,,
196501022773,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
196501253063,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
196502013755,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
196502023143,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
196502103614,,Taxi,0,Ja,Ja,Nej, , , , ,,
196503143254,,Taxi,0,Ja,Ja, , , , , ,,
196503184589,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
196504203792,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
196505092962,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
196505153293,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
196506232880,,Taxi,0,Ja,Nej,Nej, , , , ,,
196507132758,,Taxi,0,Ja,Nej, , , , , ,,
196508122857,,Bartaxi,0,Ja, , , , , , ,,
196508163257,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
196510113050,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
196510313114,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
196512073245,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
196512123339,,Taxi,0,Nej,Nej,Nej, , , , ,,
196601062620,,Taxi,0,Nej,Nej, , , , , ,,
196601142976,,Taxi,0,Nej, , , , , , ,,
196602103464,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
196602233196,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
196603143428,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
196603193373,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
196603233724,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
196604072634,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
196604072659,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
196604072667,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
196604072675,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
196604072691,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
196604072766,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
196604072782,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
196604072808,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
196604273083,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
196605253225,,Taxi,0,Ja,Ja,Ja, , , , ,,
196606063193,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
196608152846,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
196608182942,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
196608253081,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
196704033452,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
196705053723,,Bartaxi,0,Ja,Ja, , , , , ,,
196705203252,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
196707293467,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
196708133076,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
196708282584,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
196709132887,,Rullstolstaxi,0,Ja,Nej,Nej, , , , ,,
196709192642,,Taxi,0,Ja,Nej, , , , , ,,
196709272691,,Taxi,0,Ja, , , , , , ,,
196710083103,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
196710313195,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
196711092681,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
196711222940,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
196711273026,,Taxi,0,Nej,Nej,Nej, , , , ,,
196711302635,,Taxi,0,Nej,Nej, , , , , ,,
196712032884,,Taxi,0,Nej, , , , , , ,,
196712272647,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
196801029288,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
196801249290,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
196802149283,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
196802169265,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
196802279296,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
196804159264,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
196805029268,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
196805229272,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
196805249288,,Bartaxi,0,Ja,Ja,Ja,Ja, , , ,,
197001239297,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
197006121144,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
197101169295,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
197110021834,,Bartaxi,0,Ja,Ja,Ja,Nej, , , ,,
197503259280,,Taxi,0,Ja,Ja,Ja, , , , ,,
197503309176,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
197504049292,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
197504249215,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
197901049283,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
197902069272,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
197902199285,,Rullstolstaxi,0,Ja,Ja, , , , , ,,
